id,headline,number_of_vacancies,description,occupation,occupation_group,occupation_field,workplace_address,publication_date
25733519,Socialsekreterare till Funktionsstöd Nordost,5.0,"['text', 'förvaltningen', 'för', 'funktionsstöd', 'i', 'göteborgs', 'stad', 'arbetar', 'för', 'att', 'människor', 'med', 'funktionsnedsättning', 'ska', 'kunna', 'leva', 'självständiga', 'liv', 'med', 'meningsfull', 'sysselsättning', 'rik', 'social', 'samvaro', 'och', 'full', 'delaktighet', 'i', 'samhället', 'utifrån', 'sina', 'förutsättningar', 'vi', 'beslutar', 'utifrån', 'lagen', 'om', 'stöd', 'och', 'service', 'till', 'vissa', 'funktionshindrade', 'samt', 'socialtjänstlagen', 'och', 'arbetar', 'med', 'boende', 'daglig', 'verksamhet', 'sysselsättning', 'boendestöd', 'personlig', 'assistans', 'olika', 'former', 'av', 'avlastning', 'stöd', 'och', 'ledsagning', 'n', 'nmed', 'ca', '6', '000', 'medarbetare', 'är', 'vi', 'sveriges', 'största', 'funktionsstödsförvaltning', 'och', 'vill', 'vara', 'med', 'och', 'utveckla', 'kunskapsområdet', 'och', 'bidra', 'till', 'att', 'rättigheterna', 'om', 'delaktighet', 'och', 'tillgänglighet', 'gäller', 'alla', 'n', 'nhär', 'finns', 'plats', 'för', 'dig', 'som', 'är', 'bra', 'på', 'att', 'inkludera', 'andra', 'tänker', 'nytt', 'och', 'som', 'med', 'engagemang', 'skapar', 'bättre', 'vardagar', 'för', 'göteborgarna', 'välkommen', 'att', 'bli', 'en', 'av', 'oss', 'du', 'är', 'göteborg', 'n', 'nfölj', 'oss', 'gärna', 'på', 'linkedin', 'www', 'linkedin', 'com', 'company', 'goteborg', 'funktionsstod', 'n', 'narbetsuppgifter', 'nhos', 'oss', 'på', 'funktionsstöd', 'nordost', 'vuxengruppen', 'arbetar', 'vi', 'med', 'att', 'utreda', 'och', 'bedöma', 'rätten', 'till', 'bistånd', 'enligt', 'sol', 'och', 'lss', 'för', 'vuxna', 'personer', 'med', 'funktionsnedsättning', 'narbetet', 'som', 'socialsekreterare', 'innebär', 'att', 'utreda', 'och', 'besluta', 'om', 'rätten', 'till', 'bistånd', 'enligt', 'sol', 'och', 'lss', 'detta', 'gör', 'vi', 'genom', 'nära', 'kontakt', 'med', 'våra', 'klienter', 'och', 'med', 'våra', 'samverkanspartners', 'extern', 'likväl', 'som', 'internt', 'nhos', 'oss', 'får', 'du', 'ett', 'stimulerande', 'och', 'ansvarsfullt', 'arbete', 'med', 'möjlighet', 'att', 'påverka', 'samt', 'tillgång', 'till', 'både', 'metod', 'och', 'processhandledning', 'vi', 'tycker', 'det', 'är', 'viktig', 'med', 'en', 'god', 'arbetsmiljö', 'och', 'satsar', 'mycket', 'på', 'detta', 'nvi', 'sitter', 'på', 'angereds', 'torg', '14', 'och', 'är', 'i', 'dagsläget', 'du', 'kommer', 'att', 'ingå', 'i', 'ett', 'team', 'med', '18', 'socialsekreterare', '3', 'förste', 'socialsekreterare', 'och', '1', 'enhetschef', 'nvälkommen', 'med', 'din', 'ansökan', 'n', 'nkvalifikationer', 'nvi', 'söker', 'dig', 'som', 'har', 'socionomexamen', 'eller', 'annan', 'högskoleexamen', 'som', 'arbetsgivaren', 'bedömer', 'relevant', 'som', 'krav', 'är', 'att', 'du', 'har', 'erfarenhet', 'av', 'myndighetsutövning', 'samt', 'goda', 'kunskaper', 'i', 'aktuella', 'lagstiftningar', 'sol', 'och', 'lss', 'tjänsten', 'kräver', 'också', 'att', 'du', 'har', 'god', 'dokumentations', 'och', 'datorvana', 'det', 'är', 'dessutom', 'önskvärt', 'att', 'du', 'har', 'kunskap', 'om', 'metoden', 'ibic', 'individens', 'behov', 'i', 'centrum', 'n', 'ndu', 'står', 'för', 'den', 'värdegrund', 'som', 'finns', 'på', 'din', 'arbetsplats', 'och', 'är', 'mån', 'om', 'att', 'denna', 'översätts', 'i', 'handling', 'utifrån', 'följande', 'kompetensområden', 'n', 'nbemötande', 'ndu', 'visar', 'respekt', 'och', 'hänsyn', 'för', 'dem', 'du', 'möter', 'i', 'din', 'yrkesroll', 'du', 'utgår', 'ifrån', 'allas', 'lika', 'värde', 'och', 'skapar', 'en', 'god', 'atmosfär', 'i', 'mötet', 'du', 'har', 'en', 'öppen', 'och', 'positiv', 'attityd', 'då', 'du', 'har', 'brukarens', 'kundens', 'behov', 'som', 'utgångspunkt', 'för', 'ditt', 'agerande', 'n', 'nsamarbetsinriktad', 'ndu', 'har', 'förmåga', 'att', 'arbeta', 'tillsammans', 'med', 'andra', 'för', 'att', 'utföra', 'uppgifter', 'och', 'nå', 'mål', 'genom', 'att', 'vara', 'intresserad', 'och', 'skapa', 'förståelse', 'för', 'andra', 'verkar', 'du', 'för', 'ett', 'respektfullt', 'arbetsklimat', 'du', 'förstår', 'det', 'gemensamma', 'uppdraget', 'agerar', 'utifrån', 'det', 'och', 'bidrar', 'till', 'helheten', 'n', 'nanalytisk', 'ndu', 'kan', 'på', 'ett', 'effektivt', 'sätt', 'identifiera', 'och', 'analysera', 'kärnan', 'i', 'ett', 'problem', 'samt', 'föreslå', 'möjliga', 'lösningar', 'du', 'har', 'förmåga', 'att', 'se', 'samband', 'och', 'kan', 'dra', 'logiska', 'slutsatser', 'utifrån', 'begränsad', 'och', 'eller', 'komplex', 'information', 'n', 'nstrukturerad', 'ndu', 'upprättar', 'tydliga', 'mål', 'och', 'planerar', 'aktiviteter', 'och', 'projekt', 'i', 'god', 'tid', 'du', 'använder', 'tiden', 'effektivt', 'och', 'arbetar', 'systematiskt', 'organiserat', 'och', 'metodiskt', 'du', 'ser', 'till', 'att', 'arbetet', 'slutförs', 'och', 'följer', 'upp', 'resultatet', 'n', 'n', 'növrigt', 'nurval', 'påbörjas', 'under', 'ansökningstiden', 'ni', 'denna', 'rekrytering', 'kommer', 'vi', 'inte', 'att', 'efterfråga', 'ett', 'personligt', 'brev', 'som', 'ansökningshandling', 'istället', 'kommer', 'du', 'som', 'söker', 'att', 'få', 'svara', 'på', 'ett', 'antal', 'frågor', 'där', 'vi', 'ber', 'dig', 'beskriva', 'din', 'kompetens', 'inom', 'efterfrågat', 'område', 'n', 'ngöteborgs', 'stad', 'arbetar', 'aktivt', 'för', 'att', 'främja', 'lika', 'rättigheter', 'och', 'möjligheter', 'samt', 'att', 'motverka', 'diskriminering', 'vi', 'värnar', 'om', 'våra', 'medarbetares', 'hälsa', 'och', 'erbjuder', 'bl', 'a', 'friskvårdsbidrag', 'rabatterade', 'träningskort', 'och', 'cykelförmån', 'vi', 'har', 'rökfri', 'arbetstid', 'n', 'nnär', 'du', 'söker', 'jobb', 'hos', 'oss', 'tar', 'vi', 'endast', 'emot', 'ansökningar', 'via', 'vårt', 'rekryteringssystem', 'i', 'enlighet', 'med', 'gdpr', 'n', 'ntillsättning', 'sker', 'under', 'förutsättning', 'att', 'tjänsten', 'inte', 'behöver', 'tas', 'i', 'anspråk', 'i', 'förvaltningens', 'eller', 'stadens', 'omställningsarbete', 'n', 'ntill', 'dig', 'som', 'företräder', 'bemannings', 'och', 'rekryteringsföretag', 'inför', 'denna', 'rekrytering', 'har', 'vi', 'tagit', 'ställning', 'till', 'rekryteringskanaler', 'och', 'därför', 'undanber', 'vi', 'oss', 'ytterligare', 'erbjudanden', 'om', 'kompetensförmedling', 'annonserings', 'och', 'rekryteringshjälp', 'text_formatted', 'none', 'company_information', 'none', 'needs', 'none', 'requirements', 'none', 'conditions', 'heltid', 'dagtid', 'ntillsvidareanställning', 'tillträde', '2022', '05', '31', 'tillträde', 'enligt', 'överenskommelse']","{'concept_id': 'FwM7_WYB_qgc', 'label': 'Socialsekreterare', 'legacy_ams_taxonomy_id': '5757'}","{'concept_id': 'pok1_ipJ_yzD', 'label': 'Socialsekreterare', 'legacy_ams_taxonomy_id': '2661'}","{'concept_id': 'GazW_2TU_kJw', 'label': 'Yrken med social inriktning', 'legacy_ams_taxonomy_id': '16'}",Göteborg,2022-03-04T13:57:22
25669906,Sommarjobbare till våra kunder i Eskilstuna - DELTID,4.0,"['text', 'om', 'oss', 'ngenom', 'väl', 'beprövade', 'metoder', 'och', 'arbetssätt', 'hjälper', 'vi', 'logistik', 'och', 'industriföretag', 'att', 'optimera', 'sin', 'verksamhet', 'och', 'därmed', 'minska', 'sina', 'personalkostnader', 'vi', 'planerar', 'levererar', 'och', 'opererar', 'vårt', 'åtagande', 'genom', 'en', 'mycket', 'erfaren', 'och', 'specialiserad', 'organisation', 'inom', 'logistik', 'och', 'industriområdet', 'aditro', 'logistics', 'staffing', 'levererar', 'tjänster', 'inom', 'uthyrning', 'entreprenad', 'rekrytering', 'och', 'konsulterande', 'tjänster', 'läs', 'gärna', 'mer', 'på', 'aditrologistics', 'se', 'n', 'naditro', 'logistics', 'staffing', 'ab', 'är', 'ett', 'auktoriserat', 'bemanningsföretag', 'vilket', 'innebär', 'bland', 'annat', 'att', 'alla', 'anställda', 'är', 'kollektivavtalsanslutna', 'och', 'att', 'vi', 'som', 'företag', 'följer', 'alla', 'de', 'regler', 'som', 'dikteras', 'av', 'branschens', 'kollektivavtal', 'leveransvillkor', 'och', 'skrivelser', 'om', 'försäkringsåtaganden', 'n', 'nvad', 'vi', 'erbjuder', 'dig', 'ndu', 'kommer', 'möta', 'utmaningar', 'bli', 'inspirerad', 'och', 'vara', 'stolt', 'över', 'att', 'gå', 'till', 'jobbet', 'hos', 'aditro', 'logistics', 'staffing', 'är', 'alla', 'lika', 'värda', 'vi', 'tar', 'väl', 'hand', 'om', 'varandra', 'och', 'våra', 'beteenden', 'är', 'att', 'ständigt', 'engagera', 'prestera', 'och', 'utveckla', 'oss', 'själva', 'och', 'de', 'uppdrag', 'och', 'samarbeten', 'vi', 'jobbar', 'med', 'vi', 'erbjuder', 'stor', 'möjlighet', 'till', 'personlig', 'utveckling', 'genom', 'alla', 'de', 'olika', 'kunduppdrag', 'vi', 'har', 'hos', 'oss', 'är', 'det', 'viktigt', 'med', 'ett', 'engagerat', 'ledarskap', 'hos', 'oss', 'träffar', 'du', 'din', 'chef', 'varje', 'vecka', 'i', 'många', 'fall', 'varje', 'dag', 'n', 'narbetsuppgifter', 'nnu', 'söker', 'vi', 'duktiga', 'lagerarbetare', 'som', 'kan', 'jobba', 'deltid', 'ute', 'hos', 'våra', 'kunder', 'i', 'eskilstuna', 'under', 'sommarperioden', 'är', 'du', 'student', 'jobbar', 'deltid', 'eller', 'har', 'en', 'annan', 'huvudsaklig', 'sysselsättning', 'och', 'söker', 'ett', 'extrajobb', 'inom', 'lager', 'då', 'har', 'vi', 'det', 'perfekta', 'extrajobbet', 'för', 'dig', 'vi', 'letar', 'just', 'nu', 'efter', 'personer', 'som', 'är', 'intresserade', 'av', 'att', 'jobba', 'extra', '2', '3', 'dagar', 'i', 'veckan', 'eller', 'mer', 'arbetstiderna', 'och', 'arbetsdagarna', 'varierar', 'och', 'arbetet', 'kan', 'vara', 'förlagt', 'på', 'både', 'dagtid', 'och', 'kvällstid', 'arbetsuppgifterna', 'består', 'av', 'vanliga', 'lageruppgifter', 'och', 'inkluderar', 'alltifrån', 'orderplock', 'paketering', 'och', 'truckkörning', 'n', 'ndin', 'profil', 'nför', 'att', 'du', 'ska', 'passa', 'in', 'och', 'trivas', 'både', 'hos', 'oss', 'på', 'aditro', 'logistics', 'och', 'ute', 'hos', 'våra', 'kunder', 'bör', 'du', 'gilla', 'att', 'arbeta', 'i', 'ett', 'högt', 'tempo', 'vi', 'tror', 'att', 'du', 'som', 'söker', 'har', 'ett', 'eget', 'driv', 'är', 'flexibel', 'som', 'person', 'och', 'har', 'möjlighet', 'att', 'rycka', 'in', 'med', 'kort', 'varsel', 'du', 'motiveras', 'av', 'ett', 'högt', 'arbetstempo', 'är', 'noggrann', 'och', 'en', 'lagspelare', 'med', 'glatt', 'humör', 'det', 'är', 'även', 'viktigt', 'att', 'du', 'gillar', 'att', 'jobba', 'med', 'varierande', 'arbetsuppgifter', 'du', 'är', 'ambitiös', 'har', 'stor', 'ansvarskänsla', 'och', 'en', 'stor', 'vilja', 'att', 'alltid', 'prestera', 'maximalt', 'fördelaktigt', 'tycker', 'du', 'om', 'och', 'trivs', 'med', 'en', 'flexibel', 'arbetssituation', 'där', 'du', 'får', 'möjligheten', 'att', 'arbeta', 'på', 'flera', 'olika', 'arbetsplatser', 'och', 'samla', 'på', 'dig', 'erfarenheter', 'med', 'härliga', 'kollegor', 'n', 'nvi', 'söker', 'dig', 'som', 'n', 'thar', 'möjlighet', 'att', 'arbeta', 'varierande', 'tider', 'n', 'thar', 'truckkort', 'a', 'b', 'n', 'tfyllt', '18', 'år', 'n', 'tläsa', 'och', 'förstå', 'svenska', 'i', 'tal', 'och', 'skrift', 'text_formatted', 'none', 'company_information', 'none', 'needs', 'none', 'requirements', 'none', 'conditions', 'deltid', 'enligt', 'överenskommelse', 'nvisstid', 'mer', 'än', '6', 'månader']","{'concept_id': 'sizv_uPq_nWf', 'label': 'Lagerarbetare', 'legacy_ams_taxonomy_id': '5842'}","{'concept_id': 'kLyY_rwr_aJr', 'label': 'Lager- och terminalpersonal', 'legacy_ams_taxonomy_id': '4322'}","{'concept_id': 'ASGV_zcE_bWf', 'label': 'Transport, distribution, lager', 'legacy_ams_taxonomy_id': '19'}",Eskilstuna,2022-02-18T11:36:16
25589464,Sektionschef till Arbetsförmedlingen Personligt Distansmöte Karlskoga,1.0,"['text', 'välkommen', 'till', 'jobbet', 'som', 'får', 'sverige', 'i', 'arbete', 'här', 'arbetar', 'du', 'på', 'regeringens', 'uppdrag', 'för', 'en', 'arbetsmarknad', 'som', 'hjälper', 'människor', 'framåt', 'vi', 'frigör', 'möjligheter', 'så', 'att', 'arbetssökande', 'hittar', 'sysselsättning', 'och', 'arbetsgivare', 'sin', 'nästa', 'medarbetare', 'för', 'att', 'nå', 'målet', 'behöver', 'vi', 'samarbeta', 'i', 'myndigheten', 'men', 'också', 'med', 'olika', 'externa', 'aktörer', 'i', 'hela', 'landet', 'tillsammans', 'driver', 'vi', 'förändring', 'utvecklar', 'nya', 'arbetssätt', 'och', 'skapar', 'lösningar', 'som', 'gör', 'att', 'sverige', 'kan', 'fortsätta', 'framåt', 'vill', 'du', 'bli', 'en', 'av', 'oss', 'n', 'n', 'n', 'n', 'nsektionens', 'uppdrag', 'narbetsförmedlingen', 'personligt', 'distansmöte', 'finns', 'på', '15', 'orter', 'runt', 'om', 'i', 'landet', 'n', 'nvi', 'har', 'ett', 'nationellt', 'uppdrag', 'som', 'innebär', 'att', 'ge', 'arbetssökande', 'enhetlig', 'effektiv', 'och', 'kvalificerad', 'arbetsförmedlingsservice', 'detta', 'sker', 'genom', 'e', 'tjänster', 'och', 'personliga', 'service', 'som', 'vi', 'erbjuder', 'främst', 'via', 'telefon', 'men', 'även', 'via', 'chatt', 'e', 'post', 'videosamtal', 'och', 'i', 'sociala', 'medier', 'vi', 'strävar', 'efter', 'att', 'fler', 'och', 'fler', 'kunder', 'ska', 'få', 'sin', 'service', 'via', 'webb', 'och', 'telefon', 'målet', 'är', 'att', 'ge', 'rätt', 'service', 'i', 'rätt', 'tid', 'och', 'i', 'rätt', 'kanal', 'n', 'nnu', 'söker', 'vi', 'en', 'sektionschef', 'till', 'personligt', 'distansmöte', 'i', 'karlskoga', 'för', 'tillsvidareanställning', 'n', 'nsektionschefens', 'uppdrag', 'och', 'ansvar', 'nditt', 'uppdrag', 'som', 'sektionschef', 'innebär', 'verksamhets', 'och', 'personalansvar', 'du', 'ansvarar', 'för', 'att', 'sektionens', 'resultat', 'motsvarar', 'fastställda', 'mål', 'och', 'förväntningar', 'n', 'ndu', 'som', 'sektionschef', 'har', 'ett', 'viktigt', 'uppdrag', 'i', 'att', 'skapa', 'välfungerande', 'arbetsgrupper', 'och', 'tillsammans', 'med', 'dina', 'medarbetare', 'driva', 'och', 'utveckla', 'verksamheten', 'du', 'möjliggör', 'goda', 'prestationer', 'hög', 'trivsel', 'och', 'en', 'god', 'arbetsmiljö', 'genom', 'att', 'arbeta', 'i', 'enlighet', 'med', 'arbetsförmedlingens', 'chefskriterier', 'du', 'verkar', 'för', 'en', 'kultur', 'som', 'är', 'präglad', 'av', 'tillit', 'öppenhet', 'och', 'trygghet', 'ditt', 'arbete', 'sker', 'i', 'starkt', 'partnerskap', 'i', 'och', 'utanför', 'din', 'egen', 'sektion', 'och', 'i', 'god', 'samverkan', 'med', 'fackliga', 'parter', 'du', 'ingår', 'i', 'enhetschefens', 'ledningsgrupp', 'och', 'kommer', 'gemensamt', 'med', 'denna', 'och', 'de', 'andra', 'sektionscheferna', 'att', 'ansvara', 'för', 'hela', 'enhetens', 'resultat', 'och', 'utveckling', 'som', 'sektionschef', 'är', 'du', 'en', 'förebild', 'i', 'att', 'leva', 'arbetsförmedlingens', 'vision', 'värdegrund', 'och', 'inriktning', 'för', 'medarbetarskap', 'och', 'chefskap', 'n', 'ngrundläggande', 'kvalifikationskrav', 'nskallkrav', 'n', 'n', 'aktuell', 'erfarenhet', 'av', 'en', 'ledande', 'roll', 'sammanhängande', 'uppdrag', 'projekt', 'arbetsgrupp', 'minst', '6', 'månader', 'inom', 'arbetsförmedlingens', 'verksamhet', 'n', 'neller', 'n', 'n', 'genomfört', 'arbetsförmedlingens', 'förberedande', 'chefsprogram', 'n', 'neller', 'n', 'n', 'aktuell', 'erfarenhet', 'av', 'chefskap', 'på', 'motsvarande', 'nivå', 'med', 'verksamhet', 'och', 'personalansvar', 'från', 'annan', 'organisation', 'minst', '1', 'år', 'n', 'n', 'növriga', 'meriter', 'för', 'tjänsten', 'n', 'n', 'aktuell', 'erfarenhet', 'av', 'arbete', 'som', 'chef', 'på', 'arbetsförmedlingen', 'n', 'aktuell', 'erfarenhet', 'av', 'att', 'arbeta', 'som', 'chef', 'inom', 'offentlig', 'förvaltning', 'n', 'goda', 'kunskaper', 'om', 'det', 'arbetsmarknadspolitiska', 'uppdraget', 'n', 'erfarenhet', 'av', 'att', 'leda', 'arbetsmöten', 'forum', 'för', 'samverkan', 'och', 'liknande', 'mötesformer', 'och', 'en', 'god', 'förmåga', 'att', 'kommunicera', 'på', 'ett', 'pedagogiskt', 'sätt', 'n', 'nutöver', 'dessa', 'kvalifikationer', 'har', 'du', 'personlig', 'förmåga', 'och', 'fallenhet', 'att', 'arbeta', 'i', 'enlighet', 'med', 'n', 'narbetsförmedlingens', 'medarbetar', 'och', 'chefskap', 'n', 'nmedarbetare', 'på', 'arbetsförmedlingen', 'n', 'n', 'tar', 'ansvar', 'för', 'sina', 'arbetsprestationer', 'och', 'sitt', 'bidrag', 'till', 'helheten', 'n', 'anpassar', 'sig', 'till', 'förändring', 'och', 'oförutsedda', 'händelser', 'n', 'tar', 'initiativ', 'till', 'utveckling', 'och', 'bidrar', 'till', 'förbättring', 'n', 'nchefer', 'är', 'medarbetare', 'på', 'arbetsförmedlingen', 'som', 'dessutom', 'n', 'n', 'pekar', 'ut', 'riktning', 'för', 'sina', 'medarbetare', 'och', 'följer', 'upp', 'prestationer', 'n', 'undanröjer', 'hinder', 'i', 'vardagen', 'och', 'hanterar', 'problem', 'n', 'skapar', 'delaktighet', 'i', 'arbetet', 'och', 'främjar', 'utveckling', 'n', 'nstor', 'vikt', 'kommer', 'att', 'läggas', 'vid', 'personlig', 'lämplighet', 'för', 'rollen', 'n', 'nvårt', 'erbjudande', 'ntjänsten', 'är', 'en', 'tillsvidareanställning', 'på', 'heltid', 'med', 'tillträde', 'enligt', 'överenskommelse', 'vi', 'tillämpar', 'sex', 'månaders', 'provanställning', 'om', 'du', 'inte', 'redan', 'arbetar', 'på', 'myndigheten', 'n', 'nplaceringsort', 'är', 'karlskoga', 'n', 'nvi', 'erbjuder', 'förmånliga', 'semesteravtal', 'möjlighet', 'till', 'flextid', 'friskvård', 'på', 'arbetstid', 'samt', 'friskvårdsbidrag', 'vår', 'arbetsplats', 'består', 'av', 'över', '11', '000', 'kompetenta', 'och', 'engagerade', 'medarbetare', 'genom', 'att', 'samarbeta', 'och', 'vara', 'öppna', 'för', 'nya', 'perspektiv', 'utvecklas', 'vi', 'som', 'individer', 'och', 'verksamhet', 'tillsammans', 'frigör', 'vi', 'möjligheter', 'som', 'får', 'sverige', 'i', 'arbete', 'n', 'nläs', 'mer', 'om', 'vår', 'organisation', 'och', 'vårt', 'uppdrag', 'på', 'vår', 'webbplats', 'https', 'arbetsformedlingen', 'se', 'om', 'oss', 'n', 'nansökan', 'nvälkommen', 'med', 'din', 'ansökan', 'senast', '2022', '02', '20', 'n', 'ndu', 'ansöker', 'genom', 'att', 'klicka', 'på', 'knappen', 'ansök', 'bifoga', 'ditt', 'cv', 'och', 'ett', 'personligt', 'brev', 'där', 'du', 'beskriver', 'varför', 'du', 'söker', 'jobbet', 'samt', 'betyg', 'intyg', 'som', 'styrker', 'kraven', 'om', 'utbildning', 'och', 'eller', 'arbetslivserfarenhet', 'i', 'din', 'ansökan', 'n', 'npå', 'arbetsförmedlingen', 'tillämpas', 'en', 'evidensbaserad', 'rekryteringsprocess', 'du', 'kan', 'läsa', 'mer', 'om', 'vår', 'rekryteringsprocess', 'på', 'vår', 'hemsida', 'https', 'arbetsformedlingen', 'se', 'om', 'oss', 'jobba', 'hos', 'oss', 'n', 'nobservera', 'arbetsförmedlingens', 'rekryteringsprocess', 'utgår', 'från', 'evidensbaserat', 'urval', 'där', 'urvalstester', 'används', 'i', 'rekryteringen', 'n', 'nvi', 'arbetar', 'aktivt', 'för', 'att', 'vara', 'en', 'myndighet', 'fri', 'från', 'diskriminering', 'det', 'är', 'viktigt', 'för', 'oss', 'att', 'all', 'kompetens', 'tas', 'tillvara', 'och', 'vi', 'välkomnar', 'alla', 'sökande', 'vi', 'ser', 'positivt', 'på', 'om', 'du', 'har', 'kunskaper', 'i', 'något', 'av', 'våra', 'nationella', 'minoritetsspråk', 'text_formatted', 'none', 'company_information', 'none', 'needs', 'none', 'requirements', 'none', 'conditions', '100', 'tillträde', 'enligt', 'överenskommelse', 'ntillsvidareanställning']","{'concept_id': 'PTD2_6C1_8TJ', 'label': 'Sektionschef, offentlig förvaltning', 'legacy_ams_taxonomy_id': '7668'}","{'concept_id': 'sWzF_6pd_Y6L', 'label': 'Övriga chefer inom samhällsservice', 'legacy_ams_taxonomy_id': '1590'}","{'concept_id': 'bh3H_Y3h_5eD', 'label': 'Chefer och verksamhetsledare', 'legacy_ams_taxonomy_id': '20'}",Karlskoga,2022-02-01T10:26:43
