Year,Quarter,Workplace,VacancyCount,Headline
2022,1,Jönköping,201.0,"['Vill du jobba extra med kundservice i centrala Jönköping?', 'Extrajobb som chaufför - Jönköping', 'Personlig assistent till man i centrala Jönköping', 'Truckförare sökes för extrajobb på fredagar!', 'Truckförare sökes för extrajobb i Jönköping', 'Truckförare sökes för extrajobb på dagtid!', 'Personlig assistent till schemarad, tjänstgöringsgrad 60-70%', 'Beredningsansvarig Jönköping', 'Extrajobb på Dagabs lager i Jönköping', 'Extrajobb för studenter på Dagabs lager', 'Långsiktigt extrajobb på Dagabs lager i Jönköping', 'Stödpedagog och stödassistent', 'Skrivhjälp patientjournaler', 'C/CE-chaufförer sökes för extrajobb!', 'Är du student och vill arbeta extra med orderplock och truckkörning?', 'Är du student och vill jobba extra på lager?', 'Behovspersonal', 'Jobba extra på Postnords lager i Jönköping! | Lediga jobb', 'Studenter för extraarbete till Mullsjö', 'Lernia söker studenter och deltidsarbetare för extraarbete!', 'Är du student och vill arbeta extra med orderplock och truckkörning?', 'Extrapersonal till lager på natten', 'Terminalarbetare för kvällsuppdrag i Jönköping', 'Studenter som kan arbeta 2-3 dagar per vecka sökes till lager i Skilling...', 'Stödassistenter till daglig verksamhet', 'Extrajobb för studenter på Dagabs lager - Jönköping', 'Truckförare sökes för extrajobb på fredagar!', 'Är du student och vill jobba extra på lager?', 'Personlig assistent till schemarad, tjänstgöringsgrad 60-70%', 'Personlig assistent till schemarad, tjänstgöringsgrad 60-70%', 'Merchandiser sökes till vikariepool i Jönköping', 'B-chaufför sökes för extrajobb!', 'Är du student och vill arbeta extra med orderplock och truckkörning?', 'Truckförare sökes för extrajobb i Jönköping', 'Lediga extrajobb på välkänt möbelföretag i Jönköping! ', 'Söker du sommarjobb inom lager eller industri?', 'Städare/Lokalvårdare till mässor sökes!', 'Truckförare sökes för extrajobb på dagtid!', 'Är du student och vill arbeta extra med orderplock och truckkörning?', 'Extrajobb som terminalarbetare och truckförare hos Bring', 'Medarbetare för extrajobb i reception och växel', 'Lediga extrajobb på välkänt möbelföretag i Jönköping! ', 'Adecco söker studenter för truckuppdrag.', 'Är du student och vill jobba extra på lager?', 'Truckförare sökes för extrajobb i Jönköping', 'Städare/Lokalvårdare till mässor sökes!', 'Manpower söker studenter för sommarjobb inom administration!', 'Adecco söker studenter till möbelföretag!', 'Rehabkoordinator ', 'Extrajobb som lagermedarbetare på Dagab i Jönköping', 'Truckförare sökes för extrajobb på dagtid!', 'Extraarbetare till Mullsjö', 'Eventpersonal till Asecs i Jönköping!', 'Administratör sökes för extrajobb på distans', 'Medarbetare för extrajobb i reception och växel', 'Delikatess-medarbetare sökes till välkända matbutiker i Jönköpingsområdet', 'Eventpersonal i Jönköping', 'Flexibelt extrajobb för studenter på Dagab i Jönköping', 'Extrajobb som CE-chaufför till Dagab - Jönköping', 'Extrajobb som receptionist på Fitness24Seven', 'Medarbetare för extrajobb i reception och växel', 'Sommarjobb till studenter hos möbelföretag!', 'Lagermedarbetare med truckkort sökes för extrajobb på kvällar!', 'Städare/Lokalvårdare till mässor sökes!', 'Studenter sökes till Mårdskog & Lindkvist i Jönköping', 'Extrajobb på Dagabs lager i Jönköping', 'Truckförare sökes för extrajobb på kvällstid']"
2022,1,Kalix,15.0,"['Studenter sökes för extraarbete!', 'Distributörer, Kalix och Töre', 'Distributörer, Kalix och Töre - semestervikariat', 'Distributörer natt, Töre', 'Distributörer natt, Kalix ']"
2022,1,Kalmar,18.0,"['Extrajobb Mister York Kalmar', 'Extrajobb reception', 'Student som vill extrajobba som tentavakt i Kalmar sökes!', 'Student som vill extrajobba som tentavakt i Kalmar sökes!', 'Vaktmästare till Arbetsförmedlingen i Kalmar', 'Sjuksköterska som vill jobba extra med vaccinering i Kalmar', 'Sjuksköterska som vill jobba extra med vaccinering i Kalmar', 'Sjuksköterska som vill jobba extra med vaccinering i Kalmar', 'Rastplatsunderhåll', 'Rastplatsunderhåll']"
2022,1,Karlshamn,10.0,"['Extraarbete inom lager i Karlshamnsområdet!', 'Chaufför (B) Karlshamn, behovsanställning', 'Sektionschef VO Arbetssökande Blekinge', 'Sjuksköterskor för vaccinering i Karlshamn', 'Sjuksköterskor för vaccinering i Karlshamn']"
2022,1,Karlskoga,3.0,"['Sektionschef till Arbetsförmedlingen Personligt Distansmöte Karlskoga', 'Studenter sökes till extrajobb som plockare i Hagfors, Molkom och Karlskoga', 'Extrajobb som varuplockare i Hagfors, Molkom och Karlskoga']"
2022,1,Karlskrona,23.0,"['Kundvärdar på deltid till Statens Servicecenter i Karlskrona!', 'Chaufför sökes för boxleveranser i Karlskrona och Blekinge', 'Extrajobb administratör', 'Extraarbetare sökes!', 'Chaufför (B) Karlskrona, behovsanställning', 'Vaktmästare till Arbetsförmedlingen i Karlskrona', 'Truckförare för extrajobb sökes', 'Nu söker vi extraarbetare för kommande uppdrag', 'Varuplockare sökes till matbutiker i Kalmar och Karlskrona', 'Fitness24Seven söker Timvikarierande Site Responsible till Karlskrona', 'Timanställda lokalvårdare till Coor i Karlskrona']"
2022,1,Karlstad,56.0,"['Arbete som assistent hos pigg och glad kille i Karlstad', 'Behandlare till vuxenavdelningens behandlingsenhet - öppenvården', 'Maskinoperatör för extrajobb till Tetra Pak', 'Svetsare till kund i Kil', 'Nu söker vi en student som vill jobba extra!', 'Boendestödjare för sommarvikariat till Nytidas enheter i Karlstad och Kil', 'Kassamedarbetare - Blomsterlandet, Karlstad', 'Extrajobb städare/lokalvårdare', 'Karttekniker till Linde Energi i Lindesberg sökes!', 'Sommarjobb som personlig assistent', 'Studerande lokalvårdare till Städtjänst!', 'Student sökes till extrajobb som kyrkogårdsarbetare på Hammarö Församling', 'Sommarjobb som maskinoperatör på Tetra Pak', 'Studenter eftersökes till Städtjänst Värmland!', 'Eventpersonal i Karlstad', 'Brevbärare Karlstad, behovsanställning', 'Yrkeslärare inom hotell, bageri och restaurang']"
2022,1,Katrineholm,14.0,"['Produktionsmedarbetare till Katrineholm', 'Distributörer till Sommaren i Katrineholm', 'Timvikarier och sommarjobbare sökes till  Kundcenter i Katrineholm', 'Produktionsmedarbetare till Katrineholm', 'Budbilschaufförer sökes för timvikarieuppdrag', 'Sommarpersonal till Återvinningscentraler']"
2022,1,Kil,2.0,['Vi söker säljare på heltid och deltid!']
2022,1,Kinda,5.0,['Distributörer Rimforsa']
2022,1,Kiruna,8.0,"['Distributörer, Kiruna - semestervikariat', 'Lastbilschaufför (C) Kiruna, behovsanställning', 'Distributörer, Kiruna']"
2022,1,Kristianstad,38.0,"['Budbilsförare sökes för hemleveranser', 'Extrajobb Mister York Kristianstad', 'Barnvakt Yngsjö 1ggr/v - Kollektivavtal', 'Familj söker nanny till Yngsjö EXTRAJOBB', 'Barnvakt Yngsjö 1ggr/v - Kollektivavtal', 'Barnvakt Yngsjö 1ggr/v - Kollektivavtal', 'Sjuksköterskor för vaccinering i Åhus', 'Personlig assistent i Kristianstad, timvikarie, ref. nr 215-2022', 'B-chaufför till PostNord i Kristianstad', 'Jobba som B-chaufför på PostNord i Kristianstad | Extrajobb', 'Stödassistent till Daglig verksamhet Bilomsorgen', 'Extrajobb inom industri/lager/produktion', 'Sjuksköterskor för vaccinering i Åhus', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Sjuksköterskor för vaccinering i Åhus', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Stödassistent på DV Mässen', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Perfekt arbete för dig som vill ha en bisyssla', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Varuplockare sökes till matbutiker i Kristianstad och Ystad', 'Sektionschefer till Arbetsförmedlingen Östra Skåne']"
2022,1,Kristinehamn,14.0,"['Fordringshandläggare', 'Fitness24Seven söker Site Responsible till Kristinehamn som timvikarie!', 'Sektionschef till Ekonomiavdelningen Enheten Redovisning och rapportering', 'Jobba extra som säljare!', 'Ekonomistudenter med erfarenhet av bokföring sökes!', 'Produktionsmedarbetare på deltid till Renewcell i Kristinehamn!', 'Kvalificerade Ekonomihandläggare till Kristinehamn', 'Kvalificerade Ekonomihandläggare till Kristinehamn']"
2022,1,Krokom,1.0,"['Brevbärare Krokom, behovsanställning']"
2022,1,Kumla,3.0,['Timvikarie sökes till kvinna i centrala Kumla']
2022,1,Kungsbacka,85.0,"['Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Flyttkarl på deltid till Bröderna Flytt i Kungsbacka', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka 36 timmar per månd, dagtid - Kollektivavtal', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka 36 timmar per månd, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka Onsala 2-3ggr/mån – Kollektivavtal', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka Onsala 2-3ggr/mån – Kollektivavtal', 'Helganställning inom korttidsverksamheterna', 'Enhetschef till Bostad med särskild service, Kungsbacka Kommun', 'Flyttkarl på deltid till Bröderna Flytt i Kungsbacka', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Onsala 2-3ggr/mån – Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka Onsala 2-3ggr/mån – Kollektivavtal', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Jobba extra på Hemtex, Plantagen eller Specsavers i Kungsbacka!', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka 36 timmar per mån, dagtid - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'studenter som montör i kungsbacka', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Extrajobba som kassamedarbetare hos Ahlsell i Kungsbacka!', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Helganställning inom korttidsverksamheterna', 'Etableringshandledare sökes till Kompetenscentrum', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Översättare på deltid sökes', 'Barnvakt Kungsbacka Fjärås 20h/månad, helgpass - Kollektivavtal', 'Extrajobb som ledsagare och avlösare finns i Kungsbacka', 'Extrajobba som kassamedarbetare hos Ahlsell i Kungsbacka!', 'Enhetschef till Öppenvården Barn och unga', 'Barnvakt Kungsbacka Fjärås Helgjobb - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås Helgjobb - Kollektivavtal', 'Barnvakt Kungsbacka Fjärås Helgjobb - Kollektivavtal', 'Familjebehandlare till Kungsbacka', 'Barnvakt Kungsbacka Fjärås Helgjobb - Kollektivavtal', 'Barnvakt Kungsbacka Forsbäck Sporadiskt - Kollektivavtal ']"
2022,1,Kungälv,1752.0,"['Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Studerande budbilschaufför sökes i Kungälv!', 'Sommarvikarier till vård och omsorg', 'Lediga extrajobb i Kungälv och Trollhättan!', 'Handläggare till sektor Bildning och lärande, Kungälvs kommun', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Sommarvikarier till vård och omsorg', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Lediga extrajobb i Kungälv/Uddevalla och Trollhättan!', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Vill du köra budbil på kvällstid?', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Sommarvikarier till vård och omsorg', 'Vill du köra budbil på kvällstid?', 'Vikariat till Aktivitetshuset i Kungälv', 'Barnvakt Kungälv 1 em/v - Kollektivavtal', 'Sommarjobb – Lager/truck!', 'Sommarvikarier till vård och omsorg', 'Sommarvikarier till vård och omsorg', 'Vill du köra budbil på kvällstid?']"
2022,1,Kävlinge,3.0,"['Extrajobb som personlig assistent!', 'Barnvakt sökes till Barsebäck EXTRAJOBB']"
2022,1,Köping,15.0,"['Barnvakt Köping Kolsva 1-2 ggr/mån, helger  - Kollektivavtal', 'Fitness24Seven söker Site Responsible till Köping på 50% och timvikarie!', 'Ansvarig till kommunernas aktivitetsansvar för ungdomar (KAA)', 'Projektledare inom stålentreprenad sökes till Jakobssons Smide i Kolsva', 'Barnvakt Köping Kolsva 1-2 ggr/mån, helger  - Kollektivavtal', 'Barnvakt Köping Kolsva 1-2 ggr/mån, helger  - Kollektivavtal', 'Projektledare inom stålentreprenad sökes till Jakobssons Smide i Kolsva', 'Projektledare inom stålentreprenad sökes till Jakobssons Smide i Kolsva', 'Fitness24Seven söker Site Responsible till Köping på 50% och timvikarie!', 'Vi söker säljare på heltid och deltid!', 'Vi söker säljare på heltid och deltid!', 'Projektledare inom stålentreprenad sökes till Jakobssons Smide i Kolsva', 'Projektledare inom stålentreprenad sökes till Jakobssons Smide i Kolsva']"
2022,1,Laholm,4.0,"['Produktionsmedarbetare till kund i Laholm', 'Rektor till vuxenutbildningen, Laholms kommun', 'Utvecklingsledare till Daglig verksamhet, Laholms kommun', 'Truckförare till kund i Laholm']"
2022,1,Landskrona,56.0,"['Extrapersonal sökes dagtid till NA-KD', 'Barnvakt Landskrona 1-2ggr/v - Kollektivavtal', 'Erfarna truckförare sökes för uppdrag i Landskrona - Extra', 'Deltidsarbetande truckföraresökes till kund i Landskrona', 'Timanställd terminalarbetare till Helsingborg', 'Extrapersonal sökes dagtid till NA-KD', 'Brevbärare Landskrona, behovsanställning', 'Extrapersonal sökes dagtid till NA-KD', 'Sommarjobb som truckförare inom lager och logistik i Landskrona', 'Extrapersonal till Ica, Coop, Hemköp med flera i Helsingborg med omnejd', 'Extrapersonal till Ica, Coop, Hemköp med flera i Helsingborg med omnejd', 'Timanställd terminalarbetare till Helsingborg', 'Lagerpersonal för extrajobb dagtid till NA-KD', 'Extrapersonal till Ica, Coop, Hemköp med flera i Helsingborg med omnejd', 'Barnvakt sökes till Asmundtorp EXTRAJOBB', 'Barnvakt sökes till Landskrona EXTRAJOBB', 'Kommunikatör 50%', 'Extrapersonal till Ica, Coop, Hemköp med flera i Helsingborg med omnejd', 'Deltidsarbetande truckförare sökes till kund i Landskrona']"
2022,1,Lekeberg,1.0,['Sommarjobb som truckförare inom lager och logistik i Landskrona']
2022,1,Leksand,22.0,"['Extrajobba på Clas Ohlsons lager, Insjön', 'Brevbärare Leksand, behovsanställning', 'Brevbärare Leksand, behovsanställning']"
2022,1,Lerum,5.0,"['Barnvakt Extrajobb Lerum Tollered 20 timmar per månad  – Kollektivavtal', 'Barnvakt Göteborg Lerum 12 timmar i veckan - Kollektivavtal ', 'Stödpedagog sökes till Seatons gruppbostad, Bmss', 'Grafisk Designer sökes för deltidstjänst!']"
