Year,Quarter,Workplace,VacancyCount,Headline
2022,2,Malung-Sälen,1.0,['Undersköterska tillsvidare till Hemtjänsten Lima']
2022,2,Mark,6.0,"['Vi söker dig som vill arbeta extra!', 'Söker du deltid med arbete på vardagar? Se hit!', 'Handledare Rusta och Matcha sommarvikariat', 'Söker du deltid med arbete på vardagar? Se hit!']"
2022,2,Mjölby,4.0,"['Fingerfärdiga montörer sökes omgående till Mjölby', 'Säsongsarbetare till Lantmännen i Skänninge']"
2022,2,Mora,1.0,['Handledare Rusta och Matcha sommarvikariat']
2022,2,Motala,1.0,['Stödassistent inom daglig verksamhet']
2022,2,Mölndal,16.0,"['Vill du jobba deltid som montör? Se hit!', 'Lagerarbetare till Mölndal', 'Söker du ett deltidsjobb inom lager?', 'Lagerarbetare till Mölndal', 'Sommarjobb på bilverkstad', 'Dödsbohandläggare till vår samverkansorganisation för dödsbohandläggning', 'Lagerarbetare till Mölndal']"
2022,2,Mönsterås,2.0,['Vi söker säljare på heltid och deltid!']
2022,2,Nacka,45.0,"['Barnvakt sökes till Saltsjö-Boo EXTRAJOBB', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'VI SÖKER DIG SOM VILL ARBETA PÅ TOPPMODERNT LAGER I LILJEHOLMEN', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 3-4em/v - Kollektivavtal', 'VI SÖKER DIG SOM VILL ARBETA PÅ TOPPMODERNT LAGER I SOLNA', 'Barnvakt Stockholm Nacka 2ggr/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 2ggr/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 3-4em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 3-4em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 3-4em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 1-2fm/v - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Lagermedarbetare - Solna - Heltid', 'Barnvakt Stockholm Nacka morgnar  - Kollektivavtal', 'Barnvakt Stockholm Nacka morgnar  - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt / Nanny i Nacka 1-2 eftermiddag per vecka', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka morgnar  - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt Stockholm Nacka morgnar  - Kollektivavtal', 'Lagermedarbetare - Västberga - Heltid', 'Barnvakt Nacka 2-3 dagar/v - Kollektivavtal ', 'Personlig assistent – helg och kväll (5-15h/vecka) – till tioårig pojke i N', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal', 'Barnvakt Nacka 2-3 dagar/v - Kollektivavtal ', 'Barnvakt Stockholm Nacka morgnar  - Kollektivavtal', 'Barnvakt Stockholm Nacka 2em/v - Kollektivavtal']"
2022,2,Nora,1.0,['Handledare Daglig verksamhet']
2022,2,Norrköping,32.0,"['Extra- och sommarjobb i reception för studenter', 'Extrajobb på lager hos kund i Norrköping', 'Behovsanställning på Kunduppdragen - Stadiumenheterna', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Extrajobba som processoperatör i Norrköping', 'Vikarier,  personlig assistent', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Extraarbete som lagerarbetare till Apotek Hjärtat i Norrköping', 'Vi söker säljare på heltid och deltid!', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Student sökes för extrajobb i Telias reception!', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Är du en Nattuggla? Vi söker nu efter Distributörer till Norrköping', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Barnvakt Norrköping 1kv/v - Kollektivavtal', 'Extrajobb som säljare till Verisure!']"
2022,2,Norrtälje,23.0,"['Barnkär assistent med stort hjärta sökes!', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Lärarvikarie till Anstalten Norrtälje', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 1kv/månad – Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 1kv/månad – Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnkär assistent med stort hjärta sökes!', 'Sommarvikarier till Nytida Rånäs Lanternan', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 1kv/månad – Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Barnvakt Stockholm Norrtälje 1kv/månad – Kollektivavtal', 'Barnvakt Stockholm Norrtälje 4-22 Juli - Kollektivavtal', 'Kassamedarbetare bemanningspool - Blomsterlandet, Norrtälje']"
2022,2,Nykvarn,6.0,"['Lagerarbetare till Nykvarn', 'Lagerarbetare till Nykvarn', 'Lagerarbetare till Nykvarn']"
2022,2,Nyköping,8.0,"['Barnvakt Nyköping 2-3 ggr/månad - Kollektivavtal', 'Barnvakt Nyköping 2-3 ggr/månad - Kollektivavtal', 'Kassamedarbetare - Blomsterlandet, Nyköping', 'Kassamedarbetare - Blomsterlandet, Nyköping', 'Ekonom på deltid till Nyköping', 'Vi söker säljare på heltid och deltid!', 'Kassamedarbetare - Blomsterlandet, Nyköping']"
2022,2,Nynäshamn,2.0,"['Receptionist för extrajobb i Nynäshamn', 'Inhoppare/timmis i Nynäs!']"
2022,2,Nässjö,20.0,"['Vi söker säljare på heltid och deltid!!', 'Behovspersonal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barista Nässjö', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ', 'Truckförare sökes för sommarjobb i Nässjö!', 'Barnvakt Nässjö Malmbäck 1-2 ggr/mån - Kollektivavtal ']"
2022,2,Olofström,2.0,['Vi söker säljare på heltid och deltid!']
2022,2,Oskarshamn,22.0,"['Nu söker vi dig som är intresserad av extrajobb till kund i Oskarshamn!', 'Handledare Rusta och Matcha sommarvikariat', 'Handledare Rusta och Matcha sommarvikariat']"
2022,2,Oxelösund,10.0,['Hamnoperatörer till Oxelösunds Hamn']
2022,2,Pajala,1.0,"['Distributör, semestervikariat Korpilombolo']"
2022,2,Piteå,6.0,"['Personlig assistent sökes till kvinna utanför Piteå - Timanställning', 'Extrajobb skift industri']"
2022,2,Ragunda,1.0,['Arbetsmarknadskonsulent']
2022,2,Sala,2.0,['Vi söker säljare på heltid och deltid!']
2022,2,Sigtuna,23.0,"['Morgonpigg student för extrajobb på DHL Arlanda', 'Distributörer till Märsta omgående', 'Lagerarbetare med erfarenhet av packning', 'Familj söker nanny till Sigtuna EXTRAJOBB', 'Tranpenad söker lagermedarbetare för extrajobb i Arlandastad!', 'Vikarierande stödassistent till Kolsta Daglig verksamhet LSS  100%', 'Timvikarier  till Daglig verksamhet LSS.', 'Familj söker nanny till Märsta EXTRAJOBB', 'Morgonpigg student för extrajobb på DHL Arlanda', 'Studenter sökes för extrajobb på lager i Rosersberg!', 'Barnvakt Stockholm Sigtuna 2 dagar/vecka – Kollektivavtal', 'Morgonpigg student för extrajobb på DHL Arlanda', 'Morgonpigg student för extrajobb på DHL Arlanda', 'Familj söker nanny till Sigtuna EXTRAJOBB']"
2022,2,Simrishamn,1.0,['Arbetskonsulent daglig verksamhet LSS']
2022,2,Skellefteå,4.0,"['Distributörer, Burträsk och Lövånger - semestervikariat']"
2022,2,Skövde,6.0,"['Varuplockare sökes till matbutiker i Skövde/Falköping/Skara', 'Sjuksköterskor för vaccinering i Skövde', 'Arbetshandledare, Sektor Socialtjänst', 'B-chaufför sökes för extrajobb i Skövde!']"
2022,2,Sollentuna,31.0,"['Barnvakt Stockholm Sollentuna 1em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna 1em/v - Kollektivavtal', 'Hantlangare/Rotebro/Extra', 'Barnvakt Stockholm Sollentuna 1em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna 1em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna 2 dag/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna 2 dag/v - Kollektivavtal', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal', 'Sommarjobb på lager i Sollentuna', 'Barnvakt Stockholm Sollentuna  2 em/v - Kollektivavtal']"
2022,2,Solna,10.0,"['Arbetsmarknadsanalytiker till Analysavdelningen i Solna eller Umeå', 'Rekryterare, student till randstad i Solna', 'Barnvakt Stockholm Solna - Kollektivavtal', 'Kvalificerad handläggare med inriktning verksamhetsnära ledningsstöd', 'Engelskspråkig Webbredaktör', 'Administratör student till välrenommerad livsmedelskedja i Solna', 'Business controller']"
2022,2,Staffanstorp,6.0,"['Barnvakt Lund Staffanstorp 4 gånger per månad - Kollektivavtal', 'Barnvakt Lund Staffanstorp 4 gånger per månad - Kollektivavtal', 'Barnvakt Lund Staffanstorp 4 gånger per månad - Kollektivavtal', 'Barnvakt Lund Staffanstorp 4 gånger per månad - Kollektivavtal', 'Nanny sökes till Åkarp EXTRAJOBB', 'Barnvakt Lund Staffanstorp 4 gånger per månad - Kollektivavtal']"
2022,2,Stenungsund,54.0,"['Intresseanmälan - Timvikarie till förskola och skola/fritids', 'Enhetschef till verksamhetsområde Funktionshinder - Vikariat', 'Vi söker stödassistent/Stödpedagog till daglig verksamhet - Vikariat', 'Kristinedalskolan söker lärare med behörighet i NO och teknik för åk 7-9', 'Är du en engagerad förskollärare och nyfiken på Stenungsunds kommun?', 'Vi söker lärare i fritidshem med hem- och konsumentkunskapsbehörigheter', 'Tillförordnad rektor till  förskolan i Stenungsunds kommun', 'Nösnäsgymnasiet söker lärare i Informations- och Medieteknik', 'Vi söker trä och metallslöjdslärare åk 3–6 till Kyrkenorumskolan', 'Kopperskolan söker lärare till lågstadiet', 'Nösnäsgymnasiet söker speciallärare i matematik', 'Nösnäsgymnasiet söker lärare i svenska och engelska', 'Vi söker textilslöjdlärare gärna med behörighet i annat ämne för åk. 7-9 ', 'Är du den vi söker? Musiklärare till Stora Högaskolan åk 7-9 - Vikariat ', 'Kopperskolan söker lärare i fritidshem', 'Kopperskolan söker lärare med behörighet för åk 4-6', 'Sjuksköterskor för vaccinering i Stenungsund', 'Bli en del av Kristinedalskolan  - Sök till lärare i fritidshem', 'Nösnäsgymnasiet söker lärare  med specialkompetens inom NPF', 'Nösnäsgymnasiet söker lärare i SVA i kombination med annat ämne', 'Stenungsunds kommun söker två utvecklingsledare till sektor utbildning', 'Kyrkenorumskolan söker speciallärare, gärna med specialisering på matte', 'Kopperskolan och Ucklumskolan söker specialpedagog', 'Vi söker socialpedagog till Hallernaskolan', 'Lärare i fritidshem till Hallernaskolan i Stenungsunds kommun', 'Ungdomsstödjare till Nösnäsgymnasiet', 'Vi söker skolvärd till Jörlandaskolan', 'lärare i fritidshem - vikariat med möjlighet till tillsvidareanställning']"
2022,2,Stockholm,340.0,"['Välj själv när du jobbar! Festvåningsservis extra', 'Terminalarbetare/ Akalla', 'Sjuksköterska till vaccinationsbussar', 'JENSEN grundskola Bro Mälarstrand söker timvikarier', 'Barnvakt sökes till familj i Bromma EXTRAJOBB', 'Extrajobb som Containerlossare - Länna/Skogås', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Studenter sökes för extrajobb i Järfälla', 'Studenter sökes för extrajobb inom lager och produktion', 'Tjej i Bromma söker personlig assistent.', 'Vill du jobba med att serva kaffemaskiner i sjukhusmiljö? Se hit! ', 'Ledigt deltidsjobb som Administratör', 'Butiksmedarbetare stockholm', 'Extrajobb som orderplockare till Dagab i Sätra', 'Bemanningspool butikssäljare- Smarteyes, Stockholm - Retail Knowledge', 'Extrajobb som chaufför av matkassar - Årsta', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Italian Speaking Babysitter / Nanny  in Vasastan', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Jobba deltid som ambulerande inom kontor i Stockholm!', 'Barnskötare, timvikarie', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Ekonomiassistent/administratör till kund inom fashion/retail', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Bandhagen 1gg/v - Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Lagerarbetare på deltid sökes i Spånga', 'Barnvakt Stockholm Vasastan 2-3 em/vecka – Kollektivavtal', 'Grovarbetare/Extra/Bromma', 'Intresseanmälan till extrajobb inom reception och kundtjänst', 'Jobba extra som lagermedarbetare i Stockholm', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Extraarbete till lager i Spånga! ', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Barnvakt Stockholm Vasastan 2-3 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Butiksmedarbetare med tidigare erfarenhet Stockholm', 'Entusiasmerande/driven Arbetsinstruktör till Nytorgsverkstan- Sommarvikarie', 'Lagerarbetare på deltid sökes i Spånga', 'Sommarjobba som receptionist | Manpower | Stockholm', 'Extrajobb som matkasseplockare på Dagabs e-handelslager - Årsta', 'Lagerarbetare sökes till södra Stockholm!', 'Lagerarbetare på deltid sökes i Spånga', 'Vi söker erfaren truckmedarbetare till Annas Pepparkakors lager i Tyresö!', 'Finsktalande kundservicemedarbetare på deltid till Nordax Bank', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Bandhagen 1gg/v - Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Extrajobb: Servitör, Servitris, Servering, Kassa, Bar', 'VI SÖKER DIG SOM VILL ARBETA PÅ TOPPMODERNT LAGER I SOLNA', 'Studenter sökes för extrajobb i Järfälla', 'Studenter sökes för extrajobb inom lager och produktion', 'VI SÖKER DIG SOM VILL ARBETA PÅ TOPPMODERNT LAGER I LILJEHOLMEN', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Personlig assistent som trivs i naturen! från 1 maj', 'Diskare för extrajobb hos Carotte Staffs kunder', 'Receptionist/Växeltelefonist till kommande deltidsuppdrag på myndighet!', 'Administratörer till kommande deltidsuppdrag på myndighet!', 'Vaktmästare till kommande deltidsuppdrag inom offentlig verksamhet', 'Arbeta extra som Kontorsvaktmästare i Peridos vikariepool!', 'Flexibelt extrajobb som chaufför på natten - Årsta', 'Barnvakt Stockholm Bandhagen 1gg/v - Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Receptionist / Arenavärd till Vasakronan - extrapersonal', 'Personliga Assistenter till Resurspool/Sommarjobb', 'Studerande koordinator sökes till mässarrangör!', 'Lediga extrajobb hos PostNord i Segeltorp!', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Delikatesspersonal till butiker i Stockholm', 'Butiksmedarbetare med tidigare erfarenhet Stockholm', 'Student? Vi söker dig som vill jobba extra inom lager i Haninge', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Customer Service till Säkerhetscenter, Extra/Sommar - Natt/Kväll/Dag/Helg', 'Barnvakt Stockholm Östermalm 3-4em/v - Kollektivavtal', 'Barnvakt Stockolm Södermalm 3-4em/v - Kollektivavtal', 'Student? Vi söker extrapersonal inom lager till Dagab i Jordbro, Haninge!', 'Kock till omväxlande bemanningsuppdrag', 'Jobba deltid som ambulerande inom kontor i Stockholm!', 'Barnvakt sökes till familj i Bromma EXTRAJOBB', 'Retail House söker personal kvantum kök!', 'Distributionsmedarbetare Södermalm, extrajobb', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Barnvakt Stockolm Södermalm 3-4em/v - Kollektivavtal', 'Helpdesk medarbetare till kund i Stockholm', 'Barnvakt Stockholm Södermalm 3-4 dagar/vecka – Kollektivavtal', 'Barnvakt Stockholm Bromma 2 em/vecka – Kollektivavtal', 'Ekonomiassistent på deltid till företag inom byggbranschen!', 'Receptionist för extra jobb i centrala Stockholm', 'Studenter sökes för extrajobb inom lager och produktion', 'Studenter sökes för extrajobb i Järfälla', 'Extra personal sökes - Lidingö', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Barnvakt sökes till Solna EXTRAJOBB', 'Personlig assistent som trivs i naturen – från 15 april', 'Ledigt extrajobb som operatör hos Strålfors AB i Rosersberg!', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal ', 'Sommarvikarie till Öppenvården i Stockholm', 'Personlig assistent och AL sökes till utvecklande och lekfullt arbete', 'Personlig assistent sökes till kille i Älvsjö, extra', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Portuguese Speaking Babysitter / Nanny  in Stockholm', 'Sök deltidsjobbet som telefonist via Manpower!', 'Finsktalande rådgivare inom Collections på Nordax Bank', 'Projektadministratör på deltid till spännande entreprenadföretag!', 'Accounting assistant till Atlas Copco', 'Söker du extrajobb? Vi utökar vår kundtjänstpool!', 'Morgonpigg lagerarbetare för extrajobb på DHL Arlanda', 'Extraarbete till lager i Spånga! ', 'Barnvakt Stockholm Enskede 2-3 em/v - Kollektivavtal ', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Extra personal sökes - Lidingö', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'B-chaufför sökes för deltidsarbete i Veddesta!', 'Barnvakt Stockholm Kungsholmen 2 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Studenter sökes till terminalarbete i Segeltorp!', 'Studenter sökes för extrajobb i Järfälla', 'Studenter sökes för extrajobb inom lager och produktion', 'Barnvakt Stockholm Kungsholmen 1-2em/v - Kollektivavtal ', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Barnvakt Stockholm Natt - Kollektivavtal', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Morgonpigg lagerarbetare för extrajobb på DHL Arlanda', 'Barnvakt Stockholm Östermalm 2ggr/v - Kollektivavtal', 'Butiksmedarbetare sökes till Elektroskandias butiker i Stockholm', 'Lagerarbetare på deltid till Teletec!', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Butiksmedarbetare med tidigare erfarenhet Stockholm', 'Extra personal sökes - Lidingö', 'Barnvakt Stockholm Älvsjö 2em/v - Kollektivavtal', 'Boendestödjare sommarjobb', 'Söker du extrajobb? Vi utökar vår kundtjänstpool inför sommaren!', 'Söker du extrajobb? Vi utökar vår kundtjänstpool!', 'Jobba deltid som ambulerande inom kontor i Stockholm!', 'Barnvakt Stockholm Lidingö 2em/v - Kollektivavtal', 'Butiksmedarbetare med tidigare erfarenhet Stockholm', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Natt - Kollektivavtal', 'Barnvakt Stockholm Östermalm och Ingarö Heltid - Kollektivavtal ', 'Barnvakt Stockholm Kungsholmen 1-2em/v - Kollektivavtal ', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Östermalm 5em/v - Kollektivavtal', 'Lagerarbetare för kommande behov!', 'Lagerarbetare sökes till södra Stockholm!', 'Packare / lager / extrajobb till Rofa Design', 'Lagerarbetare sökes till norra Stockholm!', 'Barnvakt Stockholm Kungsholmen - Kollektivavtal', 'Barnvakt Stockholm Östermalm och Ingarö Heltid - Kollektivavtal ', 'Barnvakt Stockholm Täby 2 fm/vecka – Kollektivavtal', 'Barnvakt Stockholm Natt - Kollektivavtal', 'Barnvakt Stockholm Vasastan 1em/v - Kollektivavtal', 'Barnvakt Stockholm Älvsjö 2em/v - Kollektivavtal', 'Student? Vi söker dig som vill jobba extra inom lager i sommar. ', 'Barnvakt Stockholm Östermalm 1-2em/v - Kollektivavtal', 'Barnvakt Stockholm Lidingö 2em/v - Kollektivavtal', 'Morgonpigg lagerarbetare för extrajobb på DHL Arlanda', 'Enhetschef inom Stöd- och omsorg på Stora Sköndal', 'Glad och hjälpsam Kundservicemedarbetare till Micasa! – Behovsanställning', 'Personlig assistent som trivs i naturen sökes - deltid 25-75%', 'Personlig assistent som trivs i naturen sökes - heltid!', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.']"
2022,2,Strängnäs,6.0,"['Kassamedarbetare - Blomsterlandet, Strängnäs', 'Sommarjobbare till vår kund i Strängnäs ', 'Boendestödjare, Kommunal psykiatri - boende och boendestöd', 'Barnvakt Strängnäs 2ggr/månad - Kollektivavtal']"
2022,2,Sundbyberg,1.0,['Arbetscoach']
2022,2,Sundsvall,41.0,"['Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Timanställda lokalvårdare till Coor i Sundsvall', 'Receptionist och växeltelefonist i Sundsvall', 'Terminalarbetare Sundsvall, extrajobb', 'Student som vill dryga ut kassan? Se hit!', 'Receptionist och växeltelefonist i Sundsvall', 'Sommarjobba som administratör', 'Terminalarbetare Sundsvall, extrajobb', 'StudentConsulting söker studenter för extrajobb som jobbcoach!']"
2022,2,Svedala,15.0,"['Extrajobb som terminalarbetare för kvällsjobb vid Sturup!', 'Sommarvikariat till våra verksamheter LSS och socialpsykiatri']"
2022,2,Söderköping,2.0,['Vi söker säljare på heltid och deltid!!']
2022,2,Södertälje,29.0,"['Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Receptionist för extra och sommarjobb till HSB i Södertälje', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Extrajobb inom lager, Järna', 'Personal -och Löneadministratör', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.', 'Sjuksköterskor för vaccinering i Järna', 'Junior elektro-ingenjör sökes till tjänst som provledare', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.']"
2022,2,Tidaholm,1.0,['Yrkeslärare i yrkesämnen inom industriteknisk inriktning svets  till lärcen']
2022,2,Tierp,1.0,['Är du en Nattuggla? Vi söker nu efter Distributörer till Tierp']
2022,2,Tingsryd,2.0,['Vi söker säljare på heltid och deltid!']
2022,2,Tjörn,1.0,['Personlig assistent till man på Tjörn! Timvikarie']
2022,2,Tranemo,7.0,"['Extrapersonal sökes till Ica, Coop, Hemköp med flera i Tranemo och Gislaved', 'Montörer sökes för extrajobb i Ljungsarp!', 'Extrapersonal sökes till Ica, Coop, Hemköp med flera i Tranemo och Gislaved']"
2022,2,Tranås,1.0,['Stödassistent till Daglig verksamhet']
2022,2,Trelleborg,1.0,['Barnvakt sökes till Trelleborg EXTRAJOBB']
2022,2,Trollhättan,17.0,"['Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'extrajobb operatör  till Nolato i Trollhättan', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Extrajobba som kassamedarbetare hos Ahlsell i Uddevalla & Stenungsund!', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Brevbärare Trollhättan, extrajobb', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal']"
2022,2,Trosa,1.0,['Sjuksköterskor för vaccinering i Trosa']
